asli,translate
"Normal resting ECG. Normal sinus rhyrhm.
Normal axis. No ST-T Changes","Normal resting ECG. Normal sinus rhyrhm.
Normal axis. No ST-T Changes"
"Normal resting ECG. Normal sinus rhythm.
Normal Axis. No ST-T Changes","Normal resting ECG. Normal sinus rhythm.
Normal Axis. No ST-T Changes"
"Normal resting ECG. Normal sinus rhythm.
Normal Axis. No ST-T Changes","Normal Resting ECG.
Normal Sinus Rhythm.
Normal axis. NO ST-T Changes."
Restriksi ringan,mild restrictions
Dalam Batas Normal.,Within normal limit
ADS : Dalam batas normal.,ADS : Within Normal Limits
"Normal resting ecg. Normal sinus rhythm.
Normal axis. No ST-T Changes","Normal resting ECG,normal sinus rhythm, normal axis
No ST-T changes
"
"Sinus kanan kiri lancip,diafragma baik
Jantung dengan bentuk besar normal
Mediastinum tidak melebar
Tidak tampak kelainan parenkim paru
Tampak scoliosis torakal ke kanan","Both sinuses and diaphragms are normal.
The heart shadow is of normal size and configuration.
No widenning of the mediastinum noted.
There is no pathological finding at both lung fields.
There is thoracal scoliosis to right side"
"Jantung paru tidak ada kelainan
Scoliosis torakal ke kanan","Normal Chest.
Thoracal scoliosis right side"
Obese I (BMI : 27.16),"Blood Pressure : 110/80 mmHg (Normal)

Weight : 76.2 kg
Height : 167.5 cm
BMI : 27.16 (Obese I)

Eyes
Visus OD : 6/6
Visus OS : 6/7.5
"
"Based on BMI reduce body weight gradually 0.5 kg/week by doing exercise 3-4 times/week, Low fat and calories diet",Obese I (BMI : 27.16)
Obstruksi Restriksi Sedang.,Moderate restrictive Obstruction
ADS Dalam batas normal,ADS within normal limits
"Sinus kanan kiri lancip, diafragma baik.
Jantung dengan bentuk besar normal.
Mediastinum tidak melebar.
Tidak tampak kelainan / infiltrat kedua paru
Tampak post fraktur clavicula kiri dengan mal-union.","Right and left sinuses are sharp,diaphragm is normal.
Heart size is normal.Mediastinum is nor widened.
No abnormalities/infiltrates observed in both lungs.
There is evidence of a left clavicle fracture with malunion."
"Jantung paru tidak ada kelainan 
Post farktur clavicula kiri.",No heart or lung abnormalities.Post left clavicle fracture.
"173.5 Cm / 72,7 Kg.","173.5 cm / 72,7 kg"
09 Menit 09 Detik.,09 Minutes 09 Secons
RBBB Inkomplet.,RBBB inkomplit
"172 Cm / 70,5 Kg.",172 Cm / 70.5 Kg
10 Menit 02 Detik.,10 minute 02 second
175cm / 73kg,175 Cm / 73 Kg.
06 Menit 55 Detik,06 Minute 55 Second
"Cor                                         
Jantung CTR < 50 %.
Aorta dan mediastinum superior tidak melebar.
Trakea di tengah. Kedua Hillus tidak menebal.

Sinus dan diaphragma
Kedua hemidiafragma licin. Sinus kostofrenikus kanan kiri lancip.

Pulmo 
Co","Aortic and superior mediastinal are normal.
Both hilla normal.
Trachea is in mid line,there is no deviation of trachea.
Normal bronchovascular patterns.
No sign of infiltrate or nodules in both lungs.
Diaphragms are smooth, costophrenic sinuses are sharp."
"Cor                                         
Jantung CTR < 50 %.
Aorta dan mediastinum superior tidak melebar.
Trakea di tengah. Kedua Hillus tidak menebal.

Sinus dan diaphragma
Kedua hemidiafragma licin. Sinus kostofrenikus kanan kiri lancip.

Pulmo 
Co",Normal Chest X-ray
"Cor                                         
Jantung CTR < 50 %.
Aorta dan mediastinum superior tidak melebar.
Trakea di tengah. Kedua Hillus tidak menebal.

Sinus dan diaphragma
Kedua hemidiafragma licin. Sinus kostofrenikus kanan kiri lancip.

Pulmo 
Co","Aortic and superior mediastinal are normal.
Both hilla normal.
Trachea is in mid line,there is no deviation of trachea.
Normal bronchovascular patterns.
No sign of infiltrate or nodules in both lungs.
Diaphragms are smooth, costophrenic sinuses are sharp."
"Kelengkungan vertebra cervical melurus, tidak tampak listhesis
Formasi osteofit di aspek anterior korpus C5 dan C6
Celah diskus intervertebralis C5-6 dan C6-7 menyempit dan sklerosis.
Sendi facet tidak sklerosis.
Sendi uncovertebra C5-6 bilateral menyempi","Vertebral alignment is straightens
Bone structure is normal with intact pedicle
Osteophyte formation on anterior aspect on vertebral corpus of C5 & C6
Narrowing and sklerotic on intervertebral disc on level C5-6 & C6-7.
Facet joint is normal
Narrowing of "
"Kelengkungan vertebra cervical melurus, tidak tampak listhesis
Formasi osteofit di aspek anterior korpus C5 dan C6
Celah diskus intervertebralis C5-6 dan C6-7 menyempit dan sklerosis.
Sendi facet tidak sklerosis.
Sendi uncovertebra C5-6 bilateral menyempi","Straight cervical
Cevical spondylosis with degenerative disc disease on level C5-6 and C6-7.
Uncovertebral joint degeneration on level C5-6"
"Kelengkungan vertebra lumbal baik
Struktur tulang intak, pedikel intak.
Tampak formasi osteofit di anterior korpus vertebra lumbal
Celah diskus intervertebralis L5-S1 menyempit dan sklerosis
Sendi facet L4-5 dan L5-S1 sklerosis.
Jaringan lunak paravertebr","Vertebral alignment is normal
Bone structure is normal with intact pedicle
Osteophyte formation on anterior part of lumbar vertebral
Narrowing of intervertebral dics level L5-S1
Facet joint on level L4-5 and L5-S1 are sclerotic
Paravertebra soft tissue is"
"Kelengkungan vertebra lumbal baik
Struktur tulang intak, pedikel intak.
Tampak formasi osteofit di anterior korpus vertebra lumbal
Celah diskus intervertebralis L5-S1 menyempit dan sklerosis
Sendi facet L4-5 dan L5-S1 sklerosis.
Jaringan lunak paravertebr","Lumbal spondyloarthrosis with degenerative disc disease on level L5-S1
"
"Kelengkungan vertebra torakal baik
Struktur tulang intak, pedikel intak.
Tampak formasi osteofit di anterior korpus vertebra torakalis
Celah diskus intervertebralis tidak menyempit
Jaringan lunak paravertebra tidak menebal","Vertebral alignment is normal
Bone structure is normal with intact pedicle
Osteophyte formation on anterior part of thoracal vertebral
Intervertebral disc is normal, no sign of narrowing
Paravertebra soft tissue is normal."
"Kelengkungan vertebra torakal baik
Struktur tulang intak, pedikel intak.
Tampak formasi osteofit di anterior korpus vertebra torakalis
Celah diskus intervertebralis tidak menyempit
Jaringan lunak paravertebra tidak menebal",Thoracal spondylosis
ST-T changes (+),ST - T changes ( + )
Sinus rhythm (+) nonspesific ST-Tchanges (susp iskemia),Sinus Rhythm ( + ) non spesific ST - T changes ( susp iskemia )
Echocardiografi,Echocardiography
"No sign of heart enlargement, CTR < 50%.
Aorta , mediastinal superior and both of hila within normal limit.
Trachea is in mid line, there is no deviation of trachea.
Normal bronchovascular patterns.
No sign of infiltrate or nodules in both lungs.
Diaphrag","No sign of heart enlargement, CTR < 50%.
Aorta , mediastinal superior and both of hila within normal limit.
Trachea is in mid line, there is no deviation of trachea.
Normal bronchovascular patterns.
No sign of infiltrate or nodules in both lungs.
Diaphrag"
"No sign of heart enlargement, CTR < 50%.
Aorta , mediastinal superior and both of hila within normal limit.
Trachea is in mid line, there is no deviation of trachea.
Normal bronchovascular patterns.
No sign of infiltrate or nodules in both lungs.
Diaphrag",Normal chest x – ray.
"Heart: CTR < 50%. 
Aortic arc and mediastinum are normal.
Both hillum are normal.
Trachea is in the midline
There is focal thickening of left pleural on the laterobasal with lobulated margin.
Lung: no sign of opacity / fibrosis.
Both hemidiaphragm are nor","Heart: CTR < 50%. 
Aortic arc and mediastinum are normal.
Both hillum are normal.
Trachea is in the midline
There is focal thickening of left pleural on the laterobasal with lobulated margin.
Lung: no sign of opacity / fibrosis.
Both hemidiaphragm are nor"
"Heart: CTR < 50%. 
Aortic arc and mediastinum are normal.
Both hillum are normal.
Trachea is in the midline
There is focal thickening of left pleural on the laterobasal with lobulated margin.
Lung: no sign of opacity / fibrosis.
Both hemidiaphragm are nor","Suspected of focal left pleura thickening.
Heart is within normal limit. No infiltrate on the both lung"
"Heart: CTR < 50%. 
Aortic arc and mediastinum are normal.
Both hillum are normal.
Trachea is in the midline
There is focal thickening of left pleural on the laterobasal with lobulated margin.
Lung: no sign of opacity / fibrosis.
Both hemidiaphragm are nor",Chest CT scan.
"Cor                                         
Jantung CTR < 50 %.
Aorta dan mediastinum superior tidak melebar.
Trakea di tengah. Kedua Hillus tidak menebal.

Sinus dan diaphragma
Kedua hemidiafragma licin. Sinus kostofrenikus kanan kiri lancip.

Pulmo 
Op","Chest X ray, posteroanterior projection:

No sign of heart enlargement.
No widening of aorta and superior mediastinum.
Trachea at the center.
Both hila are normal.
Lungs: opacity on the both paracardiac and base of the lung.
Diaphragms are smooth, costoph"
"Cor                                         
Jantung CTR < 50 %.
Aorta dan mediastinum superior tidak melebar.
Trakea di tengah. Kedua Hillus tidak menebal.

Sinus dan diaphragma
Kedua hemidiafragma licin. Sinus kostofrenikus kanan kiri lancip.

Pulmo 
Op",Pneumonia on both paracardial & base of the lung. Heart is within normal limit.
"Obesitas St. I (BMI : 28.5), Pre Hipertensi (TD : 120/80)","Obesity St. I (BMI : 28.5), Pre Hypertension (BP : 120/80)"
"Obesitas St. I (BMI : 28.5), Pre Hipertensi (TD : 120/80)","Obesity St. I (BMI : 28.5), Pre Hypertension (BP : 120/80)"
"Obesitas St. I (BMI : 28.5), Pre Hipertensi (TD : 120/80)","Low fat dietary, routine exercise and lose weight gradually,  Consult to Nutritionist, Low salt dietary and routine check of blood pressure"
"Cor                                         
Jantung CTR < 50 %.
Aorta dan mediastinum superior tidak melebar.
Trakea di tengah. Kedua Hillus tidak menebal.

Sinus dan diaphragma
Kedua hemidiafragma licin. Sinus kostofrenikus kanan kiri lancip.

Pulmo 
Co","Chest x – ray, posteroanterior projection :
No sign of heart enlargement, CTR < 50%.
Aorta , mediastinal superior and both of hila within normal limit.
Trachea is in mid line, there is no deviation of trachea.
Normal bronchovascular patterns.
No sign of i"
"Cor                                         
Jantung CTR < 50 %.
Aorta dan mediastinum superior tidak melebar.
Trakea di tengah. Kedua Hillus tidak menebal.

Sinus dan diaphragma
Kedua hemidiafragma licin. Sinus kostofrenikus kanan kiri lancip.

Pulmo 
Co",Normal chest x – ray.
Tidak ditemukan kelainan,Within normal limit
Tidak ditemukan kelainan,Within normal limit
"Cor                                         
Jantung CTR < 50 %.
Aorta dan mediastinum superior tidak melebar.
Trakea di tengah. Kedua Hillus tidak menebal.

Sinus dan diaphragma
Kedua hemidiafragma licin. Sinus kostofrenikus kanan kiri lancip.

Pulmo 
Co","No sign of heart enlargement, CTR < 50%.
Aorta , mediastinal superior and both of hila within normal limit.
Trachea is in mid line, there is no deviation of trachea.
Normal bronchovascular patterns.
No sign of infiltrate or nodules in both lungs.
Diaphrag"
ST-T Changes (+),ST-T Changes (+)
Sinus rhythm  (+) (Susp) RVH,Sinus rhythm (+) (Susp) RVH
Echocardiografi,echocardiografi
Underweight (BMI : 16.2),Underweight (BMI : 16.2)
Underweight (BMI : 16.2),Underweight (BMI : 16.2)
Underweight (BMI : 16.2),"High calories and high protein diet, Consult to clinical nutrition specialist"
"Underwight (BMI : 17.2), Kelainan refraksi tanpa kacamata (-OD : 6/9) (-OS : 6/12)","Underwight (BMI : 17.2), Refractive anomaly without glasses (-OD : 6/9) (-OS : 6/12)"
"Underwight (BMI : 17.2), Kelainan refraksi tanpa kacamata (-OD : 6/9) (-OS : 6/12)","UUnderwight (BMI : 17.2), Refractive anomaly without glasses (-OD : 6/9) (-OS : 6/12)"
"Underwight (BMI : 17.2), Kelainan refraksi tanpa kacamata (-OD : 6/9) (-OS : 6/12)","High calories and high protein diet, Consult to Opthalmologist"
"Underwight (BMI : 17.2), Kelainan refraksi tanpa kacamata (-OD : 6/9) (-OS : 6/12)","Underwight (BMI : 17.2), Refractive anomaly without glasses (-OD : 6/9) (-OS : 6/12)"
Kelainan refraksi dengan kacamata ( -OD : 6/9 (-2.25) -OS : 6/9 (-2.25) ),Refractive anomaly with glasses ( -OD : 6/9 (-2.25) -OS : 6/9 (-2.25) )
Kelainan refraksi dengan kacamata ( -OD : 6/9 (-2.25) -OS : 6/9 (-2.25) ),Refractive anomaly with glasses ( -OD : 6/9 (-2.25) -OS : 6/9 (-2.25) )
Kelainan refraksi dengan kacamata ( -OD : 6/9 (-2.25) -OS : 6/9 (-2.25) ),Consult to Opthalmologist
"Pre Hipertensi (TD : 120/70), Kelainan refraksi","Pre Hypertension (BP : 120/70), Anomaly Refraction"
"Pre Hipertensi (TD : 120/70), Kelainan refraksi","Pre Hypertension (BP : 120/70), Anomaly Refraction"
"Pre Hipertensi (TD : 120/70), Kelainan refraksi","Low salt dietary and routine check of blood pressure, Consult to ophthalmologists"
ST - T changes ( + ),ST - T changes ( + )
Sinus rhythm ( + ) nonspesific ST - T changes ( Susp ) iskemia,Sinus Rhythm ( + ) Non spesific ST - T changes ( susp ) iskemia
"Hipotensi (TD : 80/60), Kelainan refraksi dengan kacamata (OD : 6/9) OS : 6/9), Acne Vulgaris","Hypotension (BP : 80/60), Refractive anomaly with glasses (OD : 6/9) OS : 6/9), Acne Vulgaris"
"Hipotensi (TD : 80/60), Kelainan refraksi dengan kacamata (OD : 6/9) OS : 6/9), Acne Vulgaris","Hypotension (BP : 80/60), Refractive anomaly with glasses (OD : 6/9) OS : 6/9), Acne Vulgaris"
"Hipotensi (TD : 80/60), Kelainan refraksi dengan kacamata (OD : 6/9) OS : 6/9), Acne Vulgaris","Enough rest and regular exercise, Consult to Opthalmologist, Consult to dermatologist and venereologist"
"Obesitas St. I (BMI : 25.55), Kelainan refraksi dengan kacamata (OD : 6/6 (-5.00) OS : 6/6 (-4.50))","Obesity St. I (BMI : 25.55), Refractive anomaly with glasses (OD : 6/6 (-5.00) OS : 6/6 (-4.50))"
"Obesitas St. I (BMI : 25.55), Kelainan refraksi dengan kacamata (OD : 6/6 (-5.00) OS : 6/6 (-4.50))","Obesity St. I (BMI : 25.55), Refractive anomaly with glasses (OD : 6/6 (-5.00) OS : 6/6 (-4.50))"
"Obesitas St. I (BMI : 25.55), Kelainan refraksi dengan kacamata (OD : 6/6 (-5.00) OS : 6/6 (-4.50))","Balancing calories and regular exercise, Lose weight gradually, Consult to clinical nutrition specialist"
Underweight (BMI : 18.36),Underweight (BMI : 18.36)
Underweight (BMI : 18.36),Underweight (BMI : 18.36)
Underweight (BMI : 18.36),High calories and protein dietary
Sinus Bradikardia,Sinus Bradikardi 
Jantung dan Paru tak tampak kelainan.,Normal chest x – ray.
Jantung dan Paru tak tampak kelainan., Normal chest x – ray.
Dalam Batas Normal,"
within normal limits"
Dalam Batas Normal,"
within normal limits"
ADS : Dalam Batas Normal,"ADS : 
within normal limits"
Dalam Batas Normal,Within Normal Limits
Dalam Batas Normal,Within Normal Limits
"AD :Dalam Batas Normal
AS :Dalam Batas Normal",ADS : Within Normal Limits
Jantung dan Paru tak tampak kelainan.,"Chest x – ray, posteroanterior projection :
No sign of heart enlargement, CTR < 50%.
Aorta , mediastinal superior and both of hila within normal limit.
Trachea is in mid line, there is no deviation of trachea.
Normal bronchovascular patterns.
No sign of i"
Jantung dan Paru tak tampak kelainan.,"Chest x – ray, posteroanterior projection :
No sign of heart enlargement, CTR < 50%.
Aorta , mediastinal superior and both of hila within normal limit.
Trachea is in mid line, there is no deviation of trachea.
Normal bronchovascular patterns.
No sign of i"
Underweight (BMI : 18.1) ,Underweight (BMI : 18.1) 
Underweight (BMI : 18.1) ,Underweight (BMI : 18.1) 
Underweight (BMI : 18.1) ,"High calories and protein dietary, Routine exercise"
ST-T Changes ( + ),ST-T Changes ( + )
Sinus rhythm ( + ) Non spesific ST-T changes ( susp ) iskemia,Sinus rhythm ( + ) Non spesific ST-T changes ( susp ) iskemia
"Underweight (BMI : 16.72), Hipotensi (TD : 90/60)","Underweight (BMI : 16.72), Hypotensi (BP : 90/60)"
"Underweight (BMI : 16.72), Hipotensi (TD : 90/60)","Underweight (BMI : 16.72), Hypotensi (BP : 90/60)"
"Underweight (BMI : 16.72), Hipotensi (TD : 90/60)","High calories and protein dietary, Rest enough and Routine exercise"
"Kelengkungan vertebra cervical baik, tidak tampak listhesis
Densitas tulang baik, tidak tampak destruksi.
Tidak terdapat formasi osteofit
Celah diskus intervertebralis tidak menyempit.
Foramen intervertebralis level C5-6 sisi kiri menyempit.
Sendi uncover","Cervical vertebral alignment is normal, no sign of listhesis.
Bone density is normal, no sign of pathological lesion.
No sign of aignificant osteophyte
Intervertebral disc space is normal.
Intervertebral foramen level C5-6 on the left is narrowing
Uncover"
"Kelengkungan vertebra cervical baik, tidak tampak listhesis
Densitas tulang baik, tidak tampak destruksi.
Tidak terdapat formasi osteofit
Celah diskus intervertebralis tidak menyempit.
Foramen intervertebralis level C5-6 sisi kiri menyempit.
Sendi uncover","Facet joint degenerative process on level C5-6.
Stenosis of intervertebral foramen on left side level C5-6.
"
"Mild fatty liver
Kista di adneksa kanan DD/ kista ovarium
Organ-organ intra abdomen lainnya yang tervisualisasi dalam batas normal.","Mild fatty liver 
Cyst at the right adnexa DD/ ovarian cyst
The other abdominal organs are normal"
TENSI 137/68,tensi 137/68
TENSI 137/68,tensi 137/68
TENSI 106/66,TENSI 106/66
TENSI 106/66,TENSI 106/66
"Overweight ( BMI : 24.55), Serumen prop AD (+)","Overweight ( BMI : 24.55), Cerumen prop AD (+)"
"Overweight ( BMI : 24.55), Serumen prop AD (+)","Overweight ( BMI : 24.55), Cerumen prop AD (+)"
"Overweight ( BMI : 24.55), Serumen prop AD (+)","calorie balanced diet and routine exercise, Pro ear toilet"
Jantung dan Paru tak tampak kelainan.,Normal chest x-ray
Dalam Batas Normal,Within Normal Limits
"AD : Dalam Batas Normal
AS : Dalam Batas Normal","AD : Within Normal Limits
AS : Within Normal Limits"
Dalam Batas Normal,Within Normal Limits
"Tampak impaksi mesioangular gigi 1.8, 2.8, 3.8, dan 4.8.
Karies gigi 1.1, 1.2, 2.1, dan 2.2.
Posisi processus alveolaris baik. Tidak tampak periodontal loss.
Tulang-tulang rahang intak. Tidak tampak fraktur. Densitas tulang baik.
Sinus maksila tak tampak ","Mesioangular impaction of 1.8, 2.8, 3.8 and 4.8.
Teeth decay of 1.1, 1.2, 2.1 and 2.2.
Normal alveolar process. No periodontal loss.
Maxillary and mandibular bones are intact. Normal bone density.
No opacification of maxillary sinus."
"Impaksi mesioangular gigi 1.8, 2.8, 3.8, dan 4.8.
Karies gigi 1.1, 1.2, 2.1, dan 2.2.","Mesioangular impaction of 1.8, 2.8, 3.8 and 4.8.
Teeth decay of 1.1, 1.2, 2.1 and 2.2.

"
"Kardiomegali.
Paru tidak tampak kelainan radiologis","Cardiomegaly 
Normal lung"
Sinus rhythm (+) (susp) RBBB,Sinus rhythm (+) (susp) RBBB
Tensi : 127/67 mmHg,BP: 127/67 mmHg
Tensi : 127/67 mmHg,BP : 127/67 mmHg
117/72 mmHg,117/72 mmHg
117/72 mmHg,117/72 mmHg
Tensi : 145/87 mmHg,145/87 mmHg
Tensi : 145/87 mmHg,145/87 mmHg
"Obesitas St. I (BMI : 25.24), Kelainan refraksi","Obesity St. I (BMI : 25,24), Anomaly refraction"
"Obesitas St. I (BMI : 25.24), Kelainan refraksi","Obesity St. I (BMI : 25,24), Anomaly refraction"
"Obesitas St. I (BMI : 25.24), Kelainan refraksi","Calorie balanced diet and routine exercise, lose weight gradually,  Consult to Nutritionist, Consult to optalmologist"
Sinus Bradikardia ,Sinus Bradikardia
"Underweight (BMI : 17.57), Kelainan refraksi","Underweight (BMI : 17.57), Anomaly refraction"
"Underweight (BMI : 17.57), Kelainan refraksi","Underweight (BMI : 17.57), Anomaly refraction"
"Underweight (BMI : 17.57), Kelainan refraksi","High calories and protein dietary, routine exercise, Consult to Ophthalmologists"
"Chest x – ray, posteroanterior projection :
No sign of heart enlargement, CTR < 50%.
Aorta , mediastinal superior and both of hila within normal limit.
Trachea is in mid line, there is no deviation of trachea.
Normal bronchovascular patterns.
No sign of i","Chest x – ray, posteroanterior projection :
No sign of heart enlargement, CTR < 50%.
Aorta , mediastinal superior and both of hila within normal limit.
Trachea is in mid line, there is no deviation of trachea.
Normal bronchovascular patterns.
No sign of i"
Normal chest x – ray.,Normal chest x – ray.
"Fibrokalsifikasi di lapang atas paru kanan DD/ post infeksi TBC
Jantung baik","Focal fibrocalcification on the right upper region DD/ post infection of lung tuberculosis.
Heart is normal."
172 Cm / 80 Kg ,172 Cm / 80 Kg 
Perubahan ST - T Tak bermakna ,09 Minutes 00 Second
Perubahan ST - T Tak bermakna ,ST - T change is meaningless
166 Cm / 106 Kg ,166 Cm / 106 Kg 
Perubahan ST - T Tak bermakna ,06 minutes 15 seconds
"Overweight (BMI : 23.05), Kelainan refraksi, Caries dentis, Gigi tanggal","Overweight (BMI : 23.05), Anomaly refraction, Caries dentis, lost theet"
"Overweight (BMI : 23.05), Kelainan refraksi, Caries dentis, Gigi tanggal","Overweight (BMI : 23.05), Anomaly refraction, Caries dentis, lost theet"
"Overweight (BMI : 23.05), Kelainan refraksi, Caries dentis, Gigi tanggal","Calorie balanced diet and routine exercise, Consult to Ophthalmologists,  Consult to dentis"
"AD : Dalam Batas Normal 
",Within Normal Limits
AS : Dalam Batas Normal ,Within Normal Limits
"AD : Dalam Batas Normal 
AS : Dalam Batas Normal ","AD : Within Normal Limits
AS : Within Normal Limits"
ST-T Changes ( + ),ST - T Changes ( + )
Sinus rhythm ( + ) nonspesific ST - T Changes (susp) Iskemia,Sinus Rhythm ( + ) nonspesific ST - T Changes (Susp) Iskemia
167 Cm / 62 Kg,167 Cm / 62 Kg
12 Menit 02 Detik,12 Minutes 02 Second
Perubahan ST - T Tak bermakna,Nonspesific ST - T Changes
Perubahan ST - T Tak bermakna,Nonspesific ST - T Changes
Jantung dan Paru tak tampak kelainan.,Chest radiography is within normal limit.
"Diet tinggi kalori dan protein, Olahraga teratur, Konsultasi ke dr. Sp. Mata","At this time found abnormalities in the form of:
Underweight ( BMI : 16.29)
Refractive Abnormalities With glasses (-OD : 6/12 ) -OS : 6/12 )
Refractive Abnormalities Without glasses (-OD : 6/60) -OS : 1/60)"
Sinus Bradikardia ,Sinus Bradycardia
Sinus Takikardia ,Sinus Tachycardia
Sinus rhythm ( + ) non spesific ST - T changes ( susp ) iskemia ,Sinus rhytm ( + ) nonspesific ST - T changes ( susp ) iskemia 
Sinus rhythm ( + ) 1st degree AV Block ,Sinus rhytm ( + )  1st degree AV Block 
Sinus Rhythm (+) (susp) RBBB,Sinus Rhythm ( + ) (susp) RBBB
Sinus Rhythm (+) (susp) Omi inferior,Sinus Rhythm ( + ) (susp) OMI Inferior
Sinus Rhythm (+) (susp) Omi Anterior,Sinus Rhythm ( + ) (susp) OMI Inferior
Sinus rhythm ( + ) (susp) LVH,Sinus rhytm ( + ) ( susp ) LVH 
"Obesitas St. I (BMI : 25.22), Pre Hipertensi (TD : 120/70), Kelainan refraksi","Obesity st. I (BMI: 25.22), Pre Hypertention (BP : 120/70), Anomaly refraction"
"Diet seimbang kalori dan olahraga teratur, Turunkan berat badan secara bertahap, Konsultasi ke dr. Sp. Gizi Klinik, Diet rendah garam dan cek rutin tekanan darah, Konsultasi ke dr. Sp. Mata
","Obesity st. I (BMI: 25.22), Pre Hypertention (BP : 120/70), Anomaly refraction"
ST - T changes  ( + ) ,ST - T changes ( + ) 
Sinus rhytm ( + ) non spesific ST - T changes ( susp ) iskemia ,Sinus rhytm ( + ) non spesific ST - T changes ( susp ) iskemia 
"Obesitas St. I (BMI : 35.03), Kelainan refraksi, Sisa akar Gigi","Obesity st. I (BMI : 35.03), Anomaly refraction, Roots"
"Diet seimbang kalori dan olahraga teratur, Turunkan berat badan secara bertahap, Konsultasi ke dr. Sp. Gizi Klinik, Konsultasi ke dr. Sp. Mata, Konsultasi ke dr. Gigi 


","Obesity st. I (BMI : 35.03), Anomaly refraction, Roots"
Jantung dan Paru tak tampak kelainan.,Normal Chext X- Ray
"Obesitas St. II (BMI : 35.85), Pre Hipertensi (TD : 120/80), Gigi Tambalan, Gigi Tanggal","Obesity St. II (BMI : 35.85), Pre Hypertention (BP : 120/80), Filling teeth, lost teeth"
"Diet seimbang kalori dan olahraga teratur, Turunkan berat badan secara bertahap, Konsultasi ke dr. Sp. Gizi Klinik, Diet rendah garam dan cek rutin tekanan darah, Konsultasi ke dr. Gigi 

","Obesity St. II (BMI : 35.85), Pre Hypertention (BP : 120/80), Filling teeth, lost teeth"
Sinus rhythm ( + ) nonspesific ST - T Changes (susp) Iskemia,Sinus rhytm ( + ) non spesific ST - T changes ( susp ) iskemia 
Sinus rhythm ( + ) (susp) OMI Inferior,Sinus rhytm ( + ) ( susp ) OMI inferior 
Sinus rhythm ( + ) nonspesific ST - T Changes (susp) Iskemia ( + ) PAC,Sinus rhythm ( + ) nonspesific ST - T Changes (susp) Iskemia ( + ) PAC
"Implan ORIF di distal tibia et fibula, kedudukan baik, tidak tampak tanda bone loosening.","There are ORIF implant on the distal part of tibial and fibular bone. There is no sign of bone loosening or implant fracture.
Bones alignment are normal.
Thickening of metaphyseal cortex on distal part of the fibular bone (callus formation).
Bone joints a"
"Underweight (BMI : 18.44), Kalkulus","Underweight (BMI : 18.44), Calculus"
"Diet tinggi kalori dan protein, olahraga teratur, Konsultasi ke dr. Gigi","Underweight (BMI : 18.44), Calculus"
"Underweight (BMI : 16.80), Kelainan refraksi","Underweight (BMI : 16.80), Anomaly refraction"
"Diet tinggi kalori dan protein, olahraga teratur, Konsultasi ke dr. Sp. Gizi Klinik,  Konsultasi ke dr. Sp. Mata","Underweight (BMI : 16.80), Anomaly refraction"
"AD : Dalam Batas Normal
AS : Dalam Batas Normal","AD : Normal 
AS : Normal "
Isoelektrik,Isoelectric
Tidak tampak kelainan radiologis pada jantung dan paru saat ini.,Normal chest x – ray.
"Tidak melakukan RO.
karena sudah RO 5 bulan lalu.","Not doing RO.
because it was RO 5 months ago."
Sudah Ro 3 Bulan Lalu,X-rayed 3 months ago
"Jantung dan paru tidak tampak kelainan.
Skoliosis torakolumbal ke kanan sejauh 52 derajat","Heart and lung is within normal limit
Thoracolumbar scoliosis to the right (52 degrees)"
Tulang dan jaringan lunak dinding dada terlihat baik. ,Normal chest x – ray.
162 Cm / 64 Kg,162 Cm / 64 Kg
"Medical Check up
",Medical Check Up
08 Menit 06 Detik,08 Minute 06 Second
Perubahan ST-T Tak bermakna,Nonspesific ST - T Changes
Perubahan ST-T Tak bermakna,Nonspesific ST - T Changes
166 Cm / 80 Kg,166 Cm /80 Kg
Medical check up,Medical Check Up
08 Menit 07 Detik,08 Minute 07 Second
Jantung dan Paru tak tampak kelainan.,"Normal chest x – ray.
"
"Bone graft and new bone formation in the right femoral head and proximal femoral diaphysis with implantation of internal fixation in the major trochanter.
Suspect of right hip joint subluxation to the superior.","Bone graft along the right femoral head and proximal diaphysis. New bone formation in the proximal diaphysis of right femoral bone. No sign of aggressive periosteal reaction.
There is internal fixation implantation in the right femoral major trochanter, c"
Sinus Bradikardi,Sinus Bradikardi
"AD : Gangguan Pendengaran dengan derajat ringan
",Mild degree of hearing loss
AS : Gangguan Pendengaran dengan derajat ringan,Mild degree of hearing loss
"AD : Gangguan Pendengaran dengan derajat ringan
AS : Gangguan Pendengaran dengan derajat ringan","AD : Mild degree of hearing loss
AS : Mild degree of hearing loss"
143/77 mmHg,143/77 mmHg
Sinus Rhythm ( + ) Nonspesific ST - T Changes (susp) Iskemia,Sinus Rhythm ( + ) Nonspesific ST - T Changes (susp) Ischemia
Degenerasi diskus L5-S1.,"The lumbar lordosis is maintained. No obvious lysis or listhesis is seen.
Bone density is normal.
Vertebrae show normal architecture, no sign of fracture/defect/destruction.
Intervertebral disc on level L5-S1 is narrowing.
Facet joint is normal, no sign o"
Straight cervicalis (suspect muscle spasm).,"The lordosis is straighten. No obvious lysis or listhesis is seen.
Vertebrae show normal architecture.
Bone density is normal
Intervertebral disc spaces are normal.
Facet joint and uncovertebral joint are normal.
No abnormal paravertebral soft tissue shad"
